sname,date,location,town,province,country,seen,heard,ringed,dead,photo,male,female,adult,immature,breeding,eggs,nonbreeding,nest,chicks,comments
Terpsiphone viridis,2001.11.02,Punda Maria,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Threskiornis aethiopicus,2001.11.02,Punda Maria,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Tockus nasutus,2001.11.02,Punda Maria,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,Lifer:
Turdus libonyanus,2001.11.02,Punda Maria,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Actophilornis africanus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Alopochen aegyptiaca,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Ardea alba,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,true,false,false,false,Lifer:
Ardea cinerea,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Batis molitor,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Chrysococcyx caprius,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,false,true,false,false,false,false,false,false,false,false,false,false,false,false,
Cinnyricinclus leucogaster,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,Lifer:
Circaetus cinereus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Clamator levaillantii,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: came charging with sound playing
Coracias caudatus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Corvinella melanoleuca,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Corvus albus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cossypha humeralis,2001.11.03,Punda Maria,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cuculus solitarius,2001.11.03,Punda Maria,KNP,Northern,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Dicrurus adsimilis,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Gallirex porphyreolophus,2001.11.03,Punda Maria,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Gyps africanus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: elephant kill
Gyps coprotheres,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: elephant kill
Haliaeetus vocifer,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Lamprotornis chalybaeus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Lamprotornis nitens,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Laniarius ferrugineus,2001.11.03,Punda Maria,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Microcarbo africanus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Milvus parasitus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Necrosyrtes monachus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: elephant kill
Numida meleagris,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Passer diffusus,2001.11.03,Punda Maria,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Passer domesticus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,false,false,true,false,false,false,false,
Phoeniculus purpureus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,Lifer:
Platysteira peltata,2001.11.03,Parfuri,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,Lifer: Crooks corner
Ploceus cucullatus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,true,false,false,Lifer: babalala picnic area
Ploceus intermedius,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,true,false,true,false,false,Lifer:
Poicephalus cryptoxanthus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,Lifer: Babalala camp
Pternistis natalensis,2001.11.03,Punda Maria,KNP,Northern,SOUTH AFRICA,false,true,false,false,false,false,false,true,false,false,false,false,false,false,
Pternistis natalensis,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Pternistis swainsonii,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Pycnonotus tricolor,2001.11.03,Punda Maria,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,true,false,false,false,false,
Pycnonotus tricolor,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Streptopelia decipiens,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Tchagra australis,2001.11.03,Punda Maria,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Terathopius ecaudatus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Torgos tracheliotus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: elephant kill
Trachyphonus vaillantii,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus armatus,2001.11.03,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Anaplectes rubriceps,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,true,false,false,false,false,false,false,false,
Butorides striata,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,Lifer: Letaba Bridge
Clamator jacobinus,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: Came charging when sound was played Whitechested variety
Corythaixoides concolor,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Dendrocygna viduata,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,
Dryoscopus cubla,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,true,false,false,false,false,false,false,false,Lifer:
Ephippiorhynchus senegalensis,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Haliaeetus vocifer,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,3 at Mopani camp dam
Hirundo abyssinica,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Megaceryle maximus,2001.11.04,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: Crooks Corner
Merops pusillus,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,true,false,false,Lifer: Letaba Bridge
Motacilla aguimp,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: camp mopani
Scopus umbretta,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Tockus leucomelas,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,Lifer: Dancing in front of us
Tockus nasutus,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Tockus rufirostris,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Upupa africana,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus coronatus,2001.11.04,Palabora,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Amadina erythrocephala,2001.11.05,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,false,false,false,false,false,false,false,Lifer:
Mycteria ibis,2001.11.05,Shingwedzi,KNP,Northern,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Alcedo semitorquata,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Alopochen aegyptiaca,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,false,false,false,false,false,false,false,
Anas sparsa,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer: Sasol Dam
Bostrychia hagedash,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,false,false,false,false,false,false,false,
Campephaga flava,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,false,false,false,
Chrysococcyx caprius,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Colius striatus,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Cossypha caffra,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Euplectes ardens,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Euplectes orix,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Laniarius ferrugineus,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,false,false,false,
Onychognathus morio,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ploceus capensis,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,true,false,false,
Ploceus velatus,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,true,false,false,
Pycnonotus tricolor,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Sigelus silens,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Streptopelia capicola,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,false,false,false,false,false,false,false,
Turdus olivaceus,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Zosterops capensis,2001.11.11,Wits Botanical Garden,Roodepoort,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Ardea melanocephala,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Chrysococcyx caprius,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,true,false,false,false,false,false,
Cisticola juncidis,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Euplectes afer,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,Lifer:
Euplectes albonotatus,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,false,false,false,Lifer:
Euplectes ardens,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,false,false,false,
Euplectes orix,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,false,false,false,false,false,false,
Euplectes progne,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,true,false,false,false,false,
Lanius collaris,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Petrochelidon spilodera,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,true,false,true,false,false,
Ploceus velatus,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,false,false,true,false,false,
Prinia subflava,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,Lifer:
Saxicola torquatus,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,true,false,true,true,false,false,false,false,false,
Upupa africana,2001.11.13,Garden Oudekraal,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,
Vanellus coronatus,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,true,false,false,false,false,false,true,false,false,false,false,false,false,
Vidua macroura,2001.11.13,Backyard Veld,Midrand,Gauteng,SOUTH AFRICA,true,false,false,false,false,true,false,true,false,false,false,false,false,false,
Acridotheres tristis,2001.11.18,Mark's Harties place,Kosmos,North West,SOUTH AFRICA,true,true,false,false,false,true,true,true,false,true,false,false,false,false,Big Birding Day
Alopochen aegyptiaca,2001.11.18,Mark's Harties place,Kosmos,North West,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Big Birding Day
Amadina fasciata,2001.11.18,Mark's Harties place,Kosmos,North West,SOUTH AFRICA,true,false,false,false,false,true,true,true,false,false,false,false,false,false,Lifer: Big Birding Day
Anhinga rufa,2001.11.18,Mark's Harties place,Kosmos,North West,SOUTH AFRICA,true,false,false,false,false,false,false,true,false,false,false,false,false,false,Big Birding Day
